lat,lon
43.2086,13.2841
42.455,14.1399
45.5531,9.0775
42.5167,12.5167
44.5898,10.7394
45.5642,9.9997
42.1,12.1833
40.8,17.1333
40.6556,17.7036
45.5333,9.5167
45.1039,7.7536
37.8,14.8333
45.5197,9.8833
44.4883,11.2181
42.0333,11.85
43.7833,11.1
45.7,8.9167
41.7167,12.6667
45.5719,12.1089
37.4994,13.265
45.014,8.6458
45.55,9.1833
43.9278,11.04
45.402,10.2803
42.9167,12.3333
45.2333,7.6
38.3667,15.85
43.4642,13.5461
40.9333,16.9
40.8,14.5
37.55,15.15
45.5,9.4167
44.5374,11.5344
43.9555,11.3856
44.5778,11.3617
44.2733,9.3932
44.9833,7.4667
45.4667,8.9167
41.1056,14.2139
39.7839,16.3189
46.1161,8.2911
38.2667,16.3
40.8667,14.55
45.9833,12.7
45.3667,9.3167
37.6059,15.126
37.5,14.3833
40.9961,17.2203
40.8667,14.35
46.4276,11.3405
45.6833,9.2333
41.05,16.8833
40.9333,14.2667
41.8333,12.8333
45.6833,8.7
45.6333,9.3167
43.8567,11.1636
45.7606,9.7969
45.7333,12.2333
40.9964,15.6558
45.0228,7.5878
40.7333,13.85
38.9667,17.1
43.9,11
45.5089,12.0363
44.0881,12.3933
37.2833,15.0167
45.9167,10.8833
45.4333,10.8333
40.2,16.6667
41.3308,15.7114
40.3833,16.55
44.5256,10.8664
45.2333,11.75
39.3026,9.2031
39.9333,18.3667
44.3833,11.3333
45.5543,12.2994
44.3327,10.8331
45.4667,8.9833
43.6108,10.97
45.4833,10.8667
41.7667,12.7167
43.9584,12.7386
45.55,8.9833
43.6569,11.1858
40.6666,15.1064
43.2295,13.6861
40.7072,17.6594
44.5392,10.8117
45.5333,10.9333
41.6833,15.2833
40.6333,16.9333
39.2642,16.7003
40.75,14.78
45.5139,9.2844
41,16.8667
44.6453,7.4906
45.6,12.2333
45.6167,9.15
37.3,14.85
43.5644,11.5328
45.1,7.5167
45.8,8.8833
45.6833,12.0167
44.4169,11.9761
44.4833,11.6333
45.0333,7.35
37.2944,13.5272
43.6,10.4833
45.6,10.15
37.3333,14.75
44.4667,8.1167
42.7833,12.4167
46.7994,11.9343
43.6833,11.5333
43.3056,12.3366
45.1894,11.2166
45.3833,11.3833
45.4333,11.7833
40.6278,14.3736
45.1836,7.7153
40.9224,14.4239
45.2333,11.6667
36.7853,14.9069
44.9,11.8333
42.2492,11.7561
42.2961,12.41
45.4978,9.6431
40.9167,14.5167
45.45,11.9333
42.9891,13.8681
45.9614,12.9774
40.9556,14.2708
40.5833,17.05
45.25,11.1333
40.4003,17.5667
41.7833,12.9167
43.1848,13.7955
43.5478,11.0411
45.6167,8.7833
45.5501,12.0709
42.8851,13.916
44.6777,11.043
45.16,9.705
45.6833,9.1167
43.5756,12.1439
40.6333,17.0333
43.3663,13.6203
45.8833,12.7167
39.3667,16.0333
42.55,14.1167
42.1667,12.6
45.4833,8.7
41.05,16.9167
45.5897,9.3359
44.6167,11.6667
44.8319,11.2957
45.7,9.2833
43.8167,10.6747
41.8167,12.8
40.15,18.0667
45.5783,9.3522
43.6167,10.6333
38.35,16.0167
45.55,9.3333
45.4167,11.1
43.1271,12.0452
45.2,7.7833
44.9858,10.4147
45.35,10.7333
44.5097,11.4706
45.25,8.75
43.2482,13.5075
44.5139,10.7339
45.1042,7.55
44.7381,10.9245
45.8781,8.4069
45.1778,9.65
44.9333,9.9
41.8333,15.5667
45.6,8.95
38.0192,12.8858
40.6333,16.8
40.4,18.1333
40.45,17.3667
45.9153,12.8556
45.3728,11.1303
44.5519,10.9358
42.5167,14.05
44.9214,10.6542
45.4249,12.0758
43.2333,12.7833
42.6167,14.0667
41.4083,13.0443
44.4,11.25
45.7,9.4333
45.6582,11.4047
44.65,10.7833
40.7983,8.5772
43.15,12.2
45.4,10.85
39.3667,17.1167
38.485,15.9797
40.8833,16.7667
42.4394,11.2125
43.5997,13.3257
45.5553,10.0733
45.5,11.9167
43.8103,11.0149
43.7833,10.9167
41.35,16.1
44.7527,10.2157
45.5667,8.1667
43.7202,10.7727
37.7333,15.2
43.6854,11.2544
37.6167,15.0667
40.9575,14.2492
45.6246,12.3766
43.7252,12.6372
40.4,18.0667
45.7167,11.7667
46,8.75
40.5333,17.7167
41.4667,13.1833
45.6167,8.9
45.3703,10.2167
37.7578,15.1958
38.0395,14.0221
45.0167,12.2167
40.6167,14.35
43.7517,13.0956
43.7333,11.0167
44.8894,11.4154
40.1167,18.3
40.75,17.3167
45.6167,8.95
45.615,9.0839
43.8,11.3
40.2833,18.0833
45.6,8.6333
40.9333,14.25
41.7333,12.9167
40.9015,9.1044
45.7456,11.6553
40.4333,18.05
42.3106,12.0792
39.4578,8.7424
41.0333,14.4833
43.8439,7.8509
43.1,11.7833
39.1333,16.0667
45.6053,9.3033
40.7667,14.8
45.7569,8.56
45.1833,7.65
40.3333,17.9667
41.8833,16.1667
45.524,10.0797
40.3333,18.1
42.2167,12.7333
45.8231,13.335
45.8,9.4333
45.3833,9.2167
45.5478,8.8867
45.5167,9.3667
41.3,16.0667
40.5667,17.2
45.6333,11.55
45.137,12.0817
40.7833,14.7
45.0591,9.4342
41.0801,9.388
44.85,10.7333
40.6,17.2333
38.2167,15.6333
45.7317,9.7283
37.75,14.4
41.7117,15.635
41.6833,12.7
45.515,10.3175
40.4833,18.05
37.1833,15.1167
41.0667,14.6333
44.7167,11.15
42.5333,12.0333
43.65,11.0833
45.7833,13
41.7333,12.8333
45.6,9.1667
41.05,15.8
43.9667,12.7
43.7,10.75
45.65,10.2
38.15,14.7333
44.1833,12.1333
37.2167,14.6333
38.1333,14.9667
40.9167,15.6667
39.2529,9.1762
43.3439,11.9189
44.5639,11.2719
44.6333,10.4667
45.2389,9.4097
42.0667,12.7667
41.7846,15.4436
44.3979,8.2778
45.4333,10.7667
41.4626,13.6676
45.3833,12.0667
44.36,8.5766
45.6508,9.6528
45.6,13.7667
45.3667,10.1333
37.65,14.4
45.6557,11.8594
38.0923,13.4639
42.0833,12.4
43.7,10.6833
45.6983,9.3117
45.5988,12.3243
43.0667,10.6167
45.45,11.8833
40.6333,14.4111
45.6867,12.3815
44,10.2333
37.3667,14.2
45.3654,10.4323
44.8167,10.1833
45.5833,12.05
45.5333,12.1167
40.9667,14.5333
45.4581,10.4146
45.55,11.2833
43.2332,13.6322
45.7333,12.6833
38.4673,14.9554
45.6862,11.7042
40.3102,18.2022
43.4403,13.6074
44.5333,11.0167
40.8,14.05
41.0167,16.7
41.6333,13.5167
40.0472,15.8358
40.7,14.9833
42.9203,13.8355
45.43,10.1854
45.7169,8.2764
37.2333,14.8833
37.4047,13.5339
43.6167,11.4667
40.4,15.6
45.2981,10.475
44.3122,9.3417
43.4299,13.6649
45.0794,7.3961
43.6835,10.6165
45.5667,8.9333
43.2167,11.7333
45.3333,7.7167
38.15,13.0833
45.9667,12.5667
45.6667,8.8667
44.3333,7.4833
37.6078,12.9686
40.8333,14.85
43.2289,13.1771
40.4167,16.6833
45.6333,8.8833
45.4,9.9333
44.7,11.4
39.9333,18.1667
46.1333,9.5667
38.0667,14.6333
40.9231,14.7428
38.2333,16.2667
45.4583,12.008
41.7,15.9667
41.0833,14.2833
44.5472,11.1956
44.3764,12.0334
41.25,14.0667
40.9833,14.2333
43.5531,11.5894
46.6167,11.1667
45.5833,12.6833
38.1667,13.1
45.4833,8.9667
45.0579,9.5489
45.5875,10.4389
37.5,14.9667
41.0096,14.0741
40.9,14.1833
43.6975,11.8144
45.6306,9.2744
46.1114,12.9017
45.7833,12.25
41.8081,12.7372
45.6,9.5167
43.7833,10.3833
40.3461,18.0461
41.7833,12.7667
45.8833,12.1667
45.5667,11.9333
44.5542,11.4439
45.5164,11.4597
41.0333,16.75
45.5167,9.1
45.5,8.9333
44.9216,11.5812
45.6167,11.35
39.9833,18.0833
45.8333,13.5
42.8167,10.3167
44.5061,12.0411
40.3047,18.2228
40.8928,14.7194
45.15,7.65
44.1,12.4167
40.8667,14.5333
40.7167,14.9333
37.1667,15.1833
37.5667,15.1167
37.3,14.2
45.85,12.25
42.5535,12.4168
45.7636,12.9953
45.5209,10.8362
45.6,8.75
41.3667,16.15
39.95,18.1667
37.6333,12.75
42.8,13.9167
46.1667,12.7167
44.8333,12.1167
40.9667,15.8167
45.9333,12.7333
39.54,8.6267
45.085,11.6006
43.9,10.8333
45.5167,11.6167
38.05,13.5333
45.0833,9.3
45.7833,8.9667
44.7,11.8
44.1691,8.3435
45.6003,12.8876
45.8463,9.3582
42.1333,12.3833
40.75,17.4167
38.1667,13.2333
45.2667,11.1333
45.6833,10.1833
40.5743,9.6963
45.7439,9.7594
40.3842,17.3547
45.6978,9.5881
45.45,11.7667
41.6833,13.5667
45.4704,10.2967
44.4035,8.6827
37.2678,13.9697
45.6178,12.565
45.3333,11.7833
40.0333,18.1333
45.4167,9.4
45.6436,12.2953
37.2833,14.0833
41.8167,12.9333
45.5333,11.4833
44.6392,8.6464
40.7333,15.7167
45.6,12.1667
37.0253,14.4925
37.9833,12.55
44.5067,10.9472
41.05,16.8333
45.6118,11.5076
44.7667,10.45
45.5167,11.7167
37.9167,15.7833
38.05,13.3833
41.2142,9.4083
45.55,8.7667
44.129,8.2598
43.55,12.1833
38.0833,13.5333
41.4833,14.05
45.5333,11.7667
45.6833,12.2833
45.5833,9.7
46.0905,13.435
39.0654,8.454
41.0893,14.4974
43.6744,10.7503
45.7333,8.6333
45.1167,10.7833
37.8167,13.3
40.7333,14.7667
44.2167,9.9667
39.9333,9.65
37.6167,15.0833
39.8167,15.8
42.3658,14.0767
39.9667,18.1
45.5,10.15
43.7617,10.8771
44.6934,10.4224
40.9167,14.8256
44.4578,11.199
36.8272,14.5239
45.5333,9.4833
44.15,12.1333
40.7911,14.6033
45.5817,10.0258
44,11.2333
45.5,8.65
44.9833,7.7333
41.65,12.9167
42.0843,13.5478
37.85,15.3
46.2833,13.1333
37.3833,14.7
45.5339,10.3078
44.7568,10.1403
45.5167,11.0167
44.8393,11.1413
45.7797,12.6086
42.1403,12.5403
44.0079,8.173
43.9333,11.0167
37.8833,14.95
41.2833,13.5333
45.7335,12.094
40.7841,17.2375
45.65,9.4667
44.1167,12.3333
44.7667,10.6
45.3305,12.0483
37.8167,12.8
44.45,11.8167
45.6,10.5333
45.4386,10.6886
42.0667,14.45
44.6986,10.4486
44.9167,7.85
40.5849,9.0033
45.5704,9.7674
37.5833,13.75
43.9691,12.6006
41.8,13.2167
40.4667,17.7333
41.0667,14.2667
40.7697,14.5947
44.4333,10.4
40.7667,14.0333
39.0342,16.9819
45.6333,9.9
44.7208,8.2928
38,13.65
37.7289,12.8894
43.7789,7.6721
45.65,8.9667
38.4,16.0667
45.7667,12.85
45.9,11.9167
45.094,11.4934
44.6167,10.2667
42.2,12.4833
40.4,18.0167
44.7747,8.355
45.9167,9.3167
45.2171,7.6305
44.0167,10.1667
45.65,9.35
43.4,10.8667
38.35,16.0833
45.85,8.8333
40.7833,14.4667
45.6333,11.45
44.6629,10.4739
45.2333,11.8667
45.25,10.6667
38.05,13.3
45.35,9.2167
45.7833,12.1167
39.7197,8.6363
44.7333,11.0333
45.6547,12.2967
45.3167,10.9333
41.05,14.3
44.0763,9.9111
39.5073,16.2811
38.2833,15.8167
46.1167,12.1
43.3742,13.2164
44.5167,7.4667
44.8934,10.901
43.4775,11.6158
41.55,12.9833
45.2167,10.4167
43.9667,11.1167
41.0667,14.85
43.2833,11.2333
43.3146,13.5806
41.2353,13.0956
46.4,13.0167
43.8167,11.0667
39.5,15.95
45.6819,9.5586
40.2644,8.7751
45.3,11.1833
43.9833,12.4215
40.7167,13.9167
40.2667,18.3333
45.3852,12.0074
40.3919,17.4483
44.1333,12.0667
45.7167,8.6333
45.8914,12.3389
44.7667,7.6833
45.3819,7.7106
43.4,11.2167
45.7,9.0333
44.6956,10.5274
45.2586,8.8647
45.65,12.1667
45.5972,9.695
41,16.8
44.075,10.4817
41.002,14.1983
40.8025,14.6944
40.4167,17.8333
40.55,16.6667
43.6399,13.3104
45.75,9.0333
44.6425,11.3486
39.5667,16.7667
37.2594,13.9192
45.7667,9
45.8513,10.9817
45.7,9.85
39.3167,16.2
45.2,8.9167
44.765,11.4833
44.3333,7.55
44.5167,11.8333
42.8333,13.7167
39.9833,18.25
45.3833,7.65
42.9833,12.4167
39.3785,9.1784
44.3621,9.1435
43.2566,13.0096
44.95,12.3167
45.5833,8.6333
44.3167,11.8
44.1625,9.9151
45.8409,12.352
37.6833,15.1
44.8463,10.4486
45.1333,7.8167
42.2436,12.3464
39.2679,9.05
43.5216,11.4864
45.6,11.9333
45.7,11.4333
45.6333,11.95
37.7915,15.2092
39.2628,16.1945
44.6399,10.3818
45.2958,9.7609
43.2567,11.8164
45.6373,9.9336
43.9393,12.7137
43.689,12.8061
45.0619,9.2611
37.4074,13.6189
37.94,15.3625
40.1333,18.1333
45.85,8.7167
45.75,12.3167
46.05,13.2
45.7333,11.8667
37.8333,15.2667
43.4344,13.3503
38.7333,16.1667
42.75,13.8833
43.3114,13.3131
45.9,12.5333
44.9058,7.6725
45.4761,10.24
45.5,9.3667
40.5833,17.4833
39.6167,15.8667
40.2792,14.9517
40.45,17.5
45.5333,9
44.65,7.8667
39.45,16.2833
37.7833,14.6
45.6833,12.1
41.6833,13.0167
45.7,9.0833
42.821,13.6329
45.6586,10.0536
45.5792,8.8025
45.85,12.2833
45.4833,8.95
45.8306,10.0992
45.7333,9.2167
45.4048,9.0349
44.95,9.6833
44.4833,11.0333
45.3167,11.8667
40.6294,14.3996
44.3349,9.2101
44.3896,8.6462
45.5667,9.5333
44.9167,10.8167
39.4228,8.9217
44.95,10.8167
38.6833,16.55
39.8667,16.5333
45.8,11.9167
43.1667,10.6
40.2,18.3
44.7194,11.5331
43.3472,11.5042
46.0667,12.5833
45.7833,9.35
43.0097,11.1683
39.1167,16.7833
43.2333,11.4167
40.8333,14.3667
44.93,10.3758
46.2164,10.1689
40.05,18.1333
45.7375,9.6564
40.9667,14.2333
45.4,9.55
43.4053,11.7706
45.6,11.5833
45.2333,11.4658
45.2833,11.5333
45.35,11.6667
45.85,8.6667
44.1,12.3833
42.3514,11.6078
40.7617,14.6933
45.6833,8.95
46.139,11.1123
42.1892,14.2216
46.2167,13.2167
44.9667,10.6833
45.325,9.14
40.1333,18.2
45.35,11.9667
45.7939,9.6656
41.7469,12.6519
43.8408,10.7475
45.4167,11.2833
41.9333,13.1
45.2865,9.857
43.8415,10.6163
38.15,16.1667
45.75,11
45.4835,10.1745
44.6953,10.2416
41.1,16.0833
44.9667,7.6667
44.6167,10.6
41.55,13.5167
45.1833,7.8333
45.55,9.4333
44.6904,10.8389
45.8833,12.1167
45.3833,7.95
42.4603,12.3861
45.5336,11.9659
45.6667,9.2667
44.6175,11.4717
45.7167,9.7
44.65,11.3833
45.6394,9.6842
41.8167,12.7167
43.7237,11.4507
45.7167,8.7
45.5667,11.3667
45.7,9.3333
42.1435,12.5047
40.3,18.1333
37.9306,14.0883
45.9089,8.6204
45.3167,9.0167
37.6167,15.1
43.3303,11.7308
40.4333,17.7333
37.0617,14.9028
45.5633,9.9783
42.4,14.05
43.6991,10.5831
44.95,7.5
37.9667,13.1833
45.2667,10.7667
45.8833,9.95
45.5167,8.85
45.0167,7.4667
41.0667,14.2833
40.2916,9.5876
39.5499,8.7916
40.5,16.45
45.7,11.5667
42.925,10.9083
42.9833,12.6667
42.1278,12.5
37.1667,15.0333
43.0167,11.95
37.6833,15.1333
45.6,9.55
43.547,12.6473
45.8,9.3833
45.3489,10.3458
40.5908,8.5695
42.2894,12.2147
41.6425,13.474
40.8167,14.5667
45.3667,8.1667
45.9667,12.7667
43.6766,12.645
44.1487,8.2828
38.2333,15.4333
45.3167,11.3833
39.5611,8.9
44.8167,10.5667
45.6667,11.6
45.1833,11.0667
45.5631,10.115
44.9124,10.9826
45.8944,12.5886
45.5333,9
45.95,12.85
45.6,10.8
45.6469,11.8281
41.0587,14.5592
45.6833,9.4833
43.7072,10.6206
44.6303,11.2761
44.2692,8.4361
42.4214,11.8719
45.0435,7.7726
42.8933,12.7617
40.2333,15.2667
45.7167,12.4667
41,16.6833
44.8344,8.0647
44.0994,10.0178
45.7667,11.4333
45.4167,12.0333
38.0422,13.5503
39.3575,9.0083
44.4167,10.8
45.5,8.8167
42.4194,12.2342
43.05,10.8936
45,12.2167
42.3347,12.3003
40.3833,17.9667
46.183,12.2791
45.6858,9.7678
45.4694,10.6061
39.3112,8.9703
37.65,14.5167
43.206,13.6721
43.9333,11.4667
37.7127,12.4996
41.4833,14.4667
45.3258,10.0758
45.6089,9.5281
40.3,18.1667
44.4667,11.95
41.8,13.05
39.4963,16.955
37.4083,13.7347
45.4667,9.5167
37.9333,13.6667
45.7067,11.8069
37.1,15.1167
37.0333,14.7
45.641,10.5045
39.4167,16.0333
45.5786,12.3727
41.4828,13.9022
40.3822,17.3343
45.605,9.6297
41.9567,15.0344
45.6376,11.7522
45.7833,9.0167
40.3833,18.05
45.55,9.5333
44.9333,7.5333
42.5833,13.6333
41.0708,15.0597
45.7853,12.0042
46.0167,11.3
45.6167,8.3667
46.15,13.0167
43.2379,13.5946
45.8108,10.1081
45.2833,9
39.2862,9.2289
37.5417,13.6453
43.898,12.7532
45.0167,9.45
37.6292,13.6417
40.6417,14.4167
41.2,13.85
43.7643,12.8832
40.299,8.4978
45.4667,11.85
40.9167,14.4333
41.05,14.2833
45.6333,8.9
46.0167,13.1667
45.9333,8.4333
44.9833,7.3667
46.1333,9.3667
45.5004,11.5353
44.1891,9.8954
45.6398,10.6076
45.7245,12.331
40.6167,16.9667
45.5969,9.0183
44.5078,8.936
45.1833,8.1
40.96,14.6014
42.1,12.45
45.6667,9.05
40.3833,15.5333
45.2193,10.7561
38.4122,15.9589
44.9209,10.3264
43.4677,11.0432
36.7875,11.9925
43.5614,11.1729
43.7739,11.5047
45.7383,8.9797
45.5617,8.1117
42.1333,12.1333
45.8686,12.6444
